"","Date","f_6m","f_12m","f_18m","f_24m","f_30m","f_36m","f_42m","f_48","f_54m","f_60m","f_66m","f_72m","f_78m","f_84m","f_90m","f_96m","f_102m","f_108m","f_114m","f_120m"
"31",2015-02-17,0.234305240376622,0.707959710811297,1.21973182141229,1.65269499237653,1.98296824849298,2.22184698660204,2.39018722508828,2.50815008389326,2.59191522331451,2.65331211446433,2.70049252750682,2.7388300476272,2.77173334729304,2.80128362210903,2.82869756737117,2.8546475622091,2.87947527127244,2.90332996247213,2.92625562078702,2.94824422306223
"32",2015-02-18,0.19487218358464,0.621932889533022,1.10601882249711,1.52542030999978,1.85211896088673,2.09417931166339,2.2700582262734,2.39818352950845,2.49350350945546,2.56698425781019,2.62618104829106,2.67606418065751,2.71977925161224,2.75924642932558,2.79559571249064,2.82946673008557,2.86120715744003,2.89099959787231,2.91894002132986,2.9450844395967
"33",2015-02-19,0.230326166697388,0.658095917279628,1.14285820528393,1.56908117481512,1.90608058333028,2.15825381478902,2.34163405199052,2.47364958306,2.56926080823085,2.64000096416064,2.69420814899503,2.73764344566693,2.77414478384755,2.80618560798786,2.83530711815339,2.86243357634481,2.88809320100479,2.91256817930736,2.9359938653562,2.95842273027507
"34",2015-02-20,0.252045183546838,0.674594134646965,1.16189332300284,1.59262453310828,1.93340089289891,2.18760061717502,2.37109884530614,2.50156133136467,2.59432950686048,2.66133336747065,2.71126526580488,2.75017714872363,2.78213233760913,2.80977061890214,2.83474993587616,2.8580714432009,2.88030922512988,2.90176777890707,2.92258729456815,2.94281243215337
"35",2015-02-23,0.219559224386282,0.671912197683567,1.15261929678626,1.56453093669845,1.88546153523988,2.12328979216015,2.29510825531998,2.41832864746559,2.50748989936712,2.57361368739888,2.6245691935388,2.66573511984202,2.70065721670586,2.73159482949534,2.75993684932249,2.78650158583255,2.81174486051438,2.83590012961409,2.85907037566835,2.88128682316346
"36",2015-02-24,0.208755195390153,0.599888516017116,1.04973019858912,1.44792656830591,1.76504691420772,2.00485766753634,2.18201733158504,2.31243127311502,2.40966857438356,2.48410916256484,2.54319325597522,2.59201596696344,2.63394267128146,2.67112730187657,2.70490821558818,2.73609317376074,2.76515611229468,2.79236855600543,2.81788480144293,2.84179549102171
"37",2015-02-25,0.209637910328,0.612335468572079,1.06731785334656,1.46149443868824,1.76854453304719,1.9958435127588,2.16062367297958,2.28021207928266,2.36874422321994,2.43664357761486,2.49112545206545,2.53695566819971,2.57715888588246,2.61358229405889,2.64730840850546,2.67894166339299,2.70879963913688,2.73703643013478,2.76371967571373,2.78887694599865
"38",2015-02-26,0.249908876175988,0.674297087339196,1.1378501204106,1.54220541253401,1.86064847580971,2.09719649328052,2.26664119157898,2.38545507236939,2.4681401235001,2.52616687654797,2.56804416708422,2.59980185636741,2.62555507028017,2.64801331548539,2.66889149725042,2.68922149085735,2.70957875568344,2.73024225428911,2.75130461359801,2.77274642284769
"39",2015-02-27,0.2360286876023,0.639616719672896,1.09741549172594,1.49954690095633,1.81640639851599,2.05193970962585,2.22142183929761,2.34163490306816,2.42709348484183,2.48905742354259,2.53570890278087,2.57272123593588,2.60387743885592,2.63160696789221,2.65740607118007,2.68214785073091,2.70630188877838,2.73008511867285,2.75356283362852,2.77671470902376
"40",2015-03-02,0.25354111816072,0.69177939021005,1.16210721238678,1.5714823872747,1.89504401087799,2.13719386072052,2.31256891843709,2.43735277496497,2.5257815860317,2.58912963344363,2.6357806218207,2.67169697652862,2.70096833667768,2.72630716812388,2.74944958056165,2.77145971377841,2.79295151095737,2.81424547383864,2.83547679918294,2.85666839981361
"41",2015-03-03,0.254011825178492,0.702378723141382,1.19260315094479,1.61743981685179,1.9494965926598,2.19454115289515,2.36931509790915,2.49175640136469,2.57727401785774,2.63780903738443,2.68205554045918,2.71606676949361,2.74390434763266,2.76819939581284,2.79059185917189,2.81205510961819,2.83312659596972,2.85406701672447,2.87496755957004,2.89582059659165
"42",2015-03-04,0.251188479002571,0.690430001195082,1.17173512216931,1.59339511147635,1.92731097654788,2.17708976664084,2.35756237330798,2.48542012364711,2.57543209245433,2.63932550757481,2.68583364559402,2.72117418147103,2.74961651458545,2.77399644761482,2.79613294340646,2.81714468970318,2.83768070871606,2.85808331969054,2.87850054723668,2.89896204638856
"43",2015-03-05,0.240704207271425,0.663243561464081,1.13627545206615,1.55457261428324,1.88812828278023,2.13946235289999,2.32274173566717,2.45421930564776,2.54835353643539,2.61664032858646,2.66763598054214,2.70742181520923,2.74016305220137,2.76861756358162,2.7945480189185,2.81903462536984,2.84270247753994,2.86588172470191,2.88871759145279,2.91124427927042
"44",2015-03-06,0.290833465772271,0.770069906977792,1.27673386617119,1.7105736610505,2.04836330246541,2.29811678632189,2.47762518282331,2.60518686297888,2.69621071397043,2.76247605388726,2.81246565644872,2.85202984571526,2.88506152926443,2.914065265458,2.94059538463837,2.96557529619847,2.98952153566012,3.01269644166024,3.03520963853609,3.05708392019638
"45",2015-03-09,0.276245810086621,0.73518323470545,1.23129020741949,1.66030107625602,1.9962229428949,2.24539077641422,2.4246936769322,2.5520204567745,2.64265209853514,2.70838278486708,2.75776920129418,2.79674849767289,2.82929076686197,2.85795929817871,2.88434725745904,2.90939906619168,2.93363784204243,2.95732164018237,2.98054813523987,3.00332314521629
"46",2015-03-10,0.280795802652021,0.71997339504824,1.19402129257417,1.60710165384416,1.93376808451971,2.17854902027584,2.35632952628996,2.48347161902226,2.57428951057858,2.64005789069263,2.68911549916604,2.72736099992979,2.75881912256242,2.78614614638953,2.81103504909695,2.83452075809144,2.85720087560848,2.87939050555552,2.90122820711511,2.92274692090871
"47",2015-03-11,0.28463006560062,0.716156165137539,1.18576164387591,1.59625151841356,1.92101100702953,2.16381488260667,2.33917087992876,2.46333036958604,2.55065753683666,2.61255758248288,2.65752751613447,2.69162096466686,2.71899836327883,2.74242607626262,2.7636807574519,2.78385672492541,2.80359007406123,2.82321720880412,2.84288431723895,2.86262141065966
"48",2015-03-12,0.282733455260032,0.689989669174103,1.14331018237851,1.54874698091028,1.87705801795457,2.12834934040607,2.31411299468163,2.4485995799532,2.54505831893009,2.61441174184341,2.66507015624084,2.7032185516616,2.73324805890758,2.75818311750486,2.78004656867814,2.80014870893228,2.81930549191392,2.83799786090346,2.85648518775301,2.87488437046008
"49",2015-03-13,0.281583257636282,0.67327399622924,1.13522377575289,1.55495989126067,1.89594417728069,2.15613569568156,2.34703033502437,2.48362187743762,2.58002507230245,2.64791563653957,2.69628322225338,2.73172746209398,2.75892140299998,2.78107294743331,2.80031901149934,2.81803675080755,2.83507766997599,2.85193791766575,2.86887907044269,2.88601205433795
"50",2015-03-16,0.292485936506351,0.680856364885096,1.12722597308742,1.53212271274855,1.86281131378879,2.11735338368489,2.30615596034662,2.44298055321726,2.54093326867964,2.61097755928625,2.66164936046202,2.69928659190852,2.7284299321755,2.75223552797504,2.77283496690686,2.79162421749682,2.80948411667789,2.82694289334256,2.84429290252977,2.86167273477714
"51",2015-03-17,0.311176200394324,0.691349209035601,1.13330587010583,1.53017269592929,1.84925099135665,2.09060198813681,2.26653749065105,2.3920590565828,2.48085564766684,2.54399649457181,2.58983635757903,2.624392467681,2.65184302212691,2.67499680210706,2.69568134290073,2.71504191079746,2.73376164989554,2.75221857601062,2.77059477866416,2.78895079139113
"52",2015-03-18,0.247946298049326,0.548813565553851,0.945335262862079,1.32372199008777,1.64242259240261,1.89400849944195,2.08542223347232,2.22820691180057,2.33402660686592,2.41289405796791,2.47271125608504,2.51939075404118,2.5571883418866,2.58907207222526,2.61705357543035,2.64245771829813,2.66612976307235,2.68858842306622,2.71013569548246,2.73093382372498
"53",2015-03-19,0.286805720150067,0.627610976972621,1.04362187642777,1.426687247501,1.74080712036653,1.98283175209837,2.16260001078007,2.29342813129746,2.38795600762071,2.45665546909861,2.50757838552003,2.54661796524851,2.57792930219362,2.60434984676309,2.62775844232993,2.64935817437228,2.66988837471439,2.68977810344531,2.70925434810019,2.72841662544941
"54",2015-03-20,0.283682452483402,0.606617384291603,0.993754251015523,1.35453241932756,1.65653411628299,1.895070200539,2.07719857250911,2.2137051283741,2.31537189448336,2.39147565445652,2.4493884190606,2.49467651247443,2.53138781384951,2.56237644095885,2.58959886513517,2.61435852382626,2.63749650002532,2.65953447474685,2.68077884028979,2.70139477262028
"55",2015-03-23,0.284699327911743,0.60673779901101,0.981576069709008,1.33060754728118,1.62514724683932,1.86077042746425,2.04358834338782,2.18322200724342,2.28944871210121,2.37079896941326,2.43414102168396,2.48472765133789,2.52642839477166,2.56200859201525,2.59339176283504,2.62188105854631,2.64833494016149,2.6733009196746,2.69711432966578,2.71996950540802
"56",2015-03-24,0.281251363708845,0.589491540779705,0.952981121991273,1.29451179226873,1.58477529486709,1.81822887175023,1.99997782238991,2.1389273061297,2.24442623845395,2.32480013381196,2.38686290617535,2.43590245967056,2.47586813472714,2.50962012766368,2.53917405522039,2.56591296544188,2.5907590693714,2.61430688098528,2.63692323855622,2.65882061729668
"57",2015-03-25,0.278989404480012,0.593159759961036,0.976012580107059,1.33691089675159,1.6418266826727,1.88442754688502,2.07057721992783,2.21036696553556,2.31428197431606,2.39156924013506,2.44972540152319,2.49451370445986,2.53019778750119,2.55983519387496,2.58555785561963,2.60881103172599,2.63054416443238,2.65135707429769,2.67160861559789,2.6914955473132
"58",2015-03-26,0.296502397012797,0.61570493693557,1.00955716677196,1.38530493339592,1.70635518010168,1.96436456185775,2.16394717196296,2.31460361933445,2.4267002928001,2.50965895341935,2.57130602663424,2.61779401353847,2.65377564071442,2.68266418697462,2.70689864214297,2.72817848184128,2.74765674882974,2.76609168352826,2.78396203939347,2.80155268336907
"59",2015-03-27,0.275610586376685,0.578690478841287,0.957897332623209,1.32478627966418,1.64229545015279,1.90019276475619,2.10120448021054,2.25342686061147,2.36636962289791,2.44905040331597,2.50921057661505,2.55311517650426,2.58563360035453,2.61043534166487,2.63021447388993,2.64690146923741,2.66184544131934,2.67596264741637,2.68985319804243,2.70389041036542
"60",2015-03-30,0.280219553550047,0.599781149785367,0.973389540289394,1.32856773060672,1.6355012051819,1.88665843712614,2.08523460698528,2.23881065259731,2.35604116853573,2.44506052444062,2.51283225106299,2.56499145396106,2.60592470813958,2.63894704481512,2.66650257652284,2.69035331974074,2.71174167420288,2.73152296668668,2.75026976075711,2.76835181580202
"61",2015-03-31,0.255135645470001,0.533491993518479,0.903798740131677,1.26856282334007,1.5870406143945,1.84769429190379,2.05286915710952,2.21055122112159,2.33015192037969,2.42052753997732,2.4891962804745,2.54216414915724,2.58403373532892,2.6182218232421,2.64719788515217,2.67270303429547,2.69593430947448,2.71769186933369,2.73849244854198,2.75865452755325
"62",2015-04-01,0.260471432146978,0.528820424802898,0.876322706983159,1.21938332927193,1.52164332603025,1.77182272929588,1.9710498480126,2.12582900561304,2.24430510474676,2.33441464357938,2.40308452345915,2.4559880157903,2.49757695062717,2.53123393741424,2.55946144987554,2.584066450948,2.60632252138473,2.6271038751248,2.64699183126916,2.66635702673052
"63",2015-04-02,0.254678739138959,0.533847990774241,0.891133113918309,1.24289765311545,1.55280136400204,1.80962837670993,2.01459805239262,2.17431704155084,2.29703266179621,2.3907769889755,2.46256208261241,2.51813470307426,2.5620087200338,2.59761837244578,2.62750876325107,2.65352197860836,2.67696062894446,2.69872311078626,2.71941112795226,2.73941275652165
"64",2015-04-03,0.221574856952391,0.467221125676346,0.802782813270118,1.14093598027936,1.44320004703073,1.69698339379036,1.9025095654996,2.06559007089615,2.19379985989998,2.29459034986881,2.374473027502,2.4387690561121,2.49163759377151,2.53622410752239,2.57484480633072,2.60916592940159,2.6403601691361,2.66923494927404,2.6963333977731,2.72201147959976
"65",2015-04-06,0.228737785173101,0.49405234017837,0.84360823401888,1.19364750184329,1.50655919576702,1.76965775720658,1.98288198554676,2.15186048201718,2.28415615998569,2.38735660050023,2.46820733265821,2.53231173793618,2.58412053030111,2.62705389505619,2.66367073242702,2.69584103758375,2.72490106159121,2.75178381891693,2.77712418641374,2.80134096486505
"66",2015-04-07,0.237368395315325,0.516392925517393,0.868219140067974,1.21461307917506,1.52100995245009,1.77636195303608,1.98146166726381,2.14236638222896,2.26684477598354,2.36257830354847,2.43635340561555,2.49379122465105,2.5393511099703,2.57645857943605,2.60767639309908,2.63487702757091,2.65939734617088,2.6821685705098,2.70382101414306,2.72476600246688
"67",2015-04-08,0.243040462883331,0.558041421717773,0.914949775238957,1.25538344021896,1.55375692521105,1.80247224808524,2.00315099369791,2.16158329501468,2.28493040530077,2.38026790448662,2.45390626938933,2.51114609566238,2.55626316086578,2.59260382616483,2.62272335267268,2.64853096730837,2.67142385970334,2.69240273056796,2.71216718472638,2.73119212197813
"68",2015-04-09,0.243238386982668,0.55300607317713,0.931066422816791,1.29630132012692,1.61438907228738,1.87568061042987,2.0825818221557,2.24257964596359,2.36456246007698,2.45702066419344,2.52728747850019,2.58132934477324,2.6238056772677,2.65824273264485,2.68723944058822,2.71266481526005,2.7358297378769,2.75762818711269,2.7786490520601,2.79926226177976
"69",2015-04-10,0.253160788487987,0.566307277164898,0.947880163561799,1.31396796486235,1.63001841075279,1.88708725507599,2.08846866629945,2.24241718777796,2.35838016982763,2.44520509461432,2.5104209855961,2.56007495307005,2.59883206920794,2.63017998334897,2.65665641092688,2.68006075275776,2.70163452315347,2.7222073436962,2.7423109646095,2.76226602122692
"70",2015-04-13,0.249715612076474,0.556283049709713,0.923769225954891,1.27853549979116,1.5888986931484,1.84560908261938,2.05057449622324,2.21053868203155,2.3336886020671,2.42795700947674,2.50027818658454,2.55635739092939,2.60069910223462,2.63675032239025,2.66708111165221,2.69356287062948,2.7175265555818,2.73989480200089,2.76128795718373,2.7821067797056
"71",2015-04-14,0.242604183498213,0.539791496975128,0.894333202268622,1.23801384030299,1.54076580708745,1.79324987182921,1.99665588036079,2.15689552923202,2.28142667409652,2.37762355113916,2.45203121315182,2.51010672175921,2.55621283497924,2.59372959337635,2.62520922009266,2.65253523495865,2.67706716088473,2.69976362083814,2.7212826712091,2.74206115125972
"72",2015-04-15,0.236295828128878,0.527075642984238,0.874343894242504,1.21373399281542,1.51587365896133,1.77081723650099,1.97876861598486,2.14469197877341,2.27529217752145,2.3774138279504,2.45726978098924,2.52013852804839,2.57031376632052,2.61117862891678,2.64533187060554,2.67472638953728,2.70080003873403,2.72458993390696,2.74682767106394,2.76801607337885
"73",2015-04-16,0.229978423945535,0.499163560784413,0.837723463805022,1.17471240728903,1.4775745860731,1.73490765720802,1.94628495872418,2.11639965346319,2.25181749225356,2.35927525515613,2.44487265569559,2.51376298914921,2.5701078314993,2.61715949281658,2.65739463553596,2.69265808966435,2.72429667864867,2.7532746234878,2.78026844263971,2.80574244865156
"74",2015-04-17,0.245718052600853,0.5328043906352,0.871060078631917,1.19931698790312,1.49023852737827,1.73506332831011,1.93458856282419,2.09398271492413,2.21991448056622,2.31905624257824,2.39738281627837,2.45991398692976,2.51069138779401,2.55286786418383,2.588840778513,2.62039260530831,2.64882081988574,2.67504965829301,2.69972204706528,2.72327286931512
"75",2015-04-20,0.265328908160785,0.552157380257339,0.89159033432035,1.22015295581285,1.51033812469216,1.75394700204025,1.95243026423953,2.11145206827454,2.23796046820098,2.33871450241747,2.41963375120077,2.485593191733,2.54044359159636,2.58713292897788,2.62786108616442,2.66423321926487,2.69739606008824,2.72815171870609,2.75704886578262,2.78445362993365
"76",2015-04-21,0.260262567327995,0.572598256660279,0.918489941762134,1.24765294729574,1.53795279167554,1.78280848437607,1.983676061531,2.14568291285483,2.27518826699482,2.37849946109007,2.46126462629143,2.52824752162713,2.583306989906,2.62947638192163,2.6690832065505,2.70387649718725,2.7351455492213,2.763823000326,2.79057037043864,2.81584683127454
"77",2015-04-22,0.267721998076288,0.586450388307053,0.953592219613469,1.30421987928561,1.61098011282002,1.86647547669519,2.07312203379745,2.23749057136113,2.36729185410638,2.46988697646074,2.5516509122078,2.61779237416936,2.6724005634614,2.718590082464,2.75867486584129,2.79433650108746,2.82677173718839,2.85681446323908,2.8850327289027,2.91180373663811
"78",2015-04-23,0.257889512941367,0.567856571079777,0.922118416369134,1.26169130455869,1.56099933277352,1.81256407585458,2.01804063956058,2.18311920602672,2.31474458957873,2.41969785424297,2.50395644805735,2.57248193939795,2.62922840255469,2.67725257232033,2.7188599968483,2.75575285306429,2.78916323552497,2.81996584129921,2.84876931250719,2.87598806886081
"79",2015-04-24,0.2619077281062,0.547400172179374,0.886024842530245,1.21770290417124,1.51481375731966,1.76783928553496,1.97677217591308,2.14610202164835,2.28199179093785,2.39077177681147,2.47820758651097,2.54920821029148,2.60777231806833,2.6570534199161,2.69947540135999,2.73686083725564,2.77055286950122,2.80152207208246,2.83045564254431,2.85782934822605
"80",2015-04-27,0.252070222285494,0.53462962727105,0.890421122828098,1.23907124859552,1.54625226689268,1.80185733651197,2.00759801085395,2.17017568124801,2.29769398766483,2.39791309057701,2.47751796496273,2.54191925702502,2.59531301615453,2.64084858348852,2.68082545793645,2.71688064342197,2.75015039630586,2.7814020757173,2.81113753455782,2.83967188915149
"81",2015-04-28,0.258406350157808,0.560493692622581,0.929109981427443,1.28756118856354,1.60290314972708,1.86543429328961,2.0769262163097,2.24407271025521,2.37500399215466,2.47756235271153,2.55855988124792,2.62355999174867,2.67691902222424,2.72194057708818,2.76106380709846,2.79604631636562,2.82812449626508,2.8581459497333,2.88667461801842,2.9140718519316
